experiment,strategy,x_value,trial,context_kb,server_count,latency_ms,peak_memory_mb,token_count
server_scaling,optimized,1,1,256,1,30.709,1.129,13108.0
server_scaling,optimized,1,2,256,1,31.043,1.129,13108.0
server_scaling,optimized,1,3,256,1,30.325,1.129,13108.0
server_scaling,optimized,1,4,256,1,31.065,1.129,13108.0
server_scaling,optimized,1,5,256,1,31.026,1.129,13108.0
server_scaling,optimized,1,6,256,1,31.087,1.129,13108.0
server_scaling,optimized,1,7,256,1,30.783,1.129,13108.0
server_scaling,optimized,1,8,256,1,31.029,1.129,13108.0
server_scaling,optimized,1,9,256,1,30.801,1.129,13108.0
server_scaling,optimized,1,10,256,1,31.340,1.129,13108.0
server_scaling,optimized,1,11,256,1,30.565,1.129,13108.0
server_scaling,optimized,1,12,256,1,31.012,1.129,13108.0
server_scaling,optimized,1,13,256,1,31.611,1.129,13108.0
server_scaling,optimized,1,14,256,1,30.994,1.129,13108.0
server_scaling,optimized,1,15,256,1,30.662,1.129,13108.0
server_scaling,optimized,1,16,256,1,30.913,1.129,13108.0
server_scaling,optimized,1,17,256,1,30.775,1.129,13108.0
server_scaling,optimized,1,18,256,1,31.094,1.129,13108.0
server_scaling,optimized,1,19,256,1,30.751,1.129,13108.0
server_scaling,optimized,1,20,256,1,30.234,1.129,13108.0
server_scaling,optimized,1,21,256,1,31.040,1.129,13108.0
server_scaling,optimized,1,22,256,1,31.273,1.129,13108.0
server_scaling,optimized,1,23,256,1,30.593,1.129,13108.0
server_scaling,optimized,1,24,256,1,31.205,1.129,13108.0
server_scaling,optimized,1,25,256,1,30.809,1.129,13108.0
server_scaling,optimized,5,1,256,5,31.568,1.130,13108.0
server_scaling,optimized,5,2,256,5,30.669,1.130,13108.0
server_scaling,optimized,5,3,256,5,31.295,1.130,13108.0
server_scaling,optimized,5,4,256,5,30.865,1.130,13108.0
server_scaling,optimized,5,5,256,5,31.218,1.130,13108.0
server_scaling,optimized,5,6,256,5,31.075,1.130,13108.0
server_scaling,optimized,5,7,256,5,31.109,1.130,13108.0
server_scaling,optimized,5,8,256,5,30.858,1.130,13108.0
server_scaling,optimized,5,9,256,5,30.750,1.130,13108.0
server_scaling,optimized,5,10,256,5,30.735,1.130,13108.0
server_scaling,optimized,5,11,256,5,31.080,1.130,13108.0
server_scaling,optimized,5,12,256,5,30.738,1.130,13108.0
server_scaling,optimized,5,13,256,5,30.964,1.130,13108.0
server_scaling,optimized,5,14,256,5,31.099,1.130,13108.0
server_scaling,optimized,5,15,256,5,30.853,1.130,13108.0
server_scaling,optimized,5,16,256,5,30.936,1.130,13108.0
server_scaling,optimized,5,17,256,5,30.698,1.130,13108.0
server_scaling,optimized,5,18,256,5,30.709,1.130,13108.0
server_scaling,optimized,5,19,256,5,30.713,1.130,13108.0
server_scaling,optimized,5,20,256,5,31.005,1.130,13108.0
server_scaling,optimized,5,21,256,5,30.875,1.130,13108.0
server_scaling,optimized,5,22,256,5,31.113,1.130,13108.0
server_scaling,optimized,5,23,256,5,31.126,1.130,13108.0
server_scaling,optimized,5,24,256,5,30.955,1.130,13108.0
server_scaling,optimized,5,25,256,5,30.878,1.130,13108.0
server_scaling,optimized,10,1,256,10,30.889,1.139,13108.0
server_scaling,optimized,10,2,256,10,30.900,1.137,13108.0
server_scaling,optimized,10,3,256,10,30.815,1.137,13108.0
server_scaling,optimized,10,4,256,10,30.600,1.137,13108.0
server_scaling,optimized,10,5,256,10,30.906,1.137,13108.0
server_scaling,optimized,10,6,256,10,30.888,1.137,13108.0
server_scaling,optimized,10,7,256,10,30.990,1.137,13108.0
server_scaling,optimized,10,8,256,10,31.063,1.137,13108.0
server_scaling,optimized,10,9,256,10,30.875,1.137,13108.0
server_scaling,optimized,10,10,256,10,30.983,1.137,13108.0
server_scaling,optimized,10,11,256,10,30.757,1.137,13108.0
server_scaling,optimized,10,12,256,10,30.706,1.137,13108.0
server_scaling,optimized,10,13,256,10,30.980,1.137,13108.0
server_scaling,optimized,10,14,256,10,30.845,1.137,13108.0
server_scaling,optimized,10,15,256,10,31.555,1.137,13108.0
server_scaling,optimized,10,16,256,10,30.928,1.137,13108.0
server_scaling,optimized,10,17,256,10,30.681,1.137,13108.0
server_scaling,optimized,10,18,256,10,31.037,1.137,13108.0
server_scaling,optimized,10,19,256,10,31.011,1.137,13108.0
server_scaling,optimized,10,20,256,10,30.791,1.137,13108.0
server_scaling,optimized,10,21,256,10,30.765,1.137,13108.0
server_scaling,optimized,10,22,256,10,30.673,1.137,13108.0
server_scaling,optimized,10,23,256,10,30.947,1.137,13108.0
server_scaling,optimized,10,24,256,10,30.863,1.137,13108.0
server_scaling,optimized,10,25,256,10,30.702,1.137,13108.0
server_scaling,optimized,20,1,256,20,47.099,1.157,13108.0
server_scaling,optimized,20,2,256,20,46.132,1.157,13108.0
server_scaling,optimized,20,3,256,20,45.832,1.157,13108.0
server_scaling,optimized,20,4,256,20,46.024,1.157,13108.0
server_scaling,optimized,20,5,256,20,46.133,1.157,13108.0
server_scaling,optimized,20,6,256,20,46.188,1.157,13108.0
server_scaling,optimized,20,7,256,20,47.037,1.157,13108.0
server_scaling,optimized,20,8,256,20,46.867,1.157,13108.0
server_scaling,optimized,20,9,256,20,46.254,1.157,13108.0
server_scaling,optimized,20,10,256,20,46.781,1.157,13108.0
server_scaling,optimized,20,11,256,20,46.909,1.157,13108.0
server_scaling,optimized,20,12,256,20,46.560,1.157,13108.0
server_scaling,optimized,20,13,256,20,46.423,1.157,13108.0
server_scaling,optimized,20,14,256,20,46.202,1.157,13108.0
server_scaling,optimized,20,15,256,20,46.548,1.157,13108.0
server_scaling,optimized,20,16,256,20,46.506,1.157,13108.0
server_scaling,optimized,20,17,256,20,46.132,1.157,13108.0
server_scaling,optimized,20,18,256,20,46.298,1.157,13108.0
server_scaling,optimized,20,19,256,20,45.926,1.157,13108.0
server_scaling,optimized,20,20,256,20,46.182,1.157,13108.0
server_scaling,optimized,20,21,256,20,46.615,1.157,13108.0
server_scaling,optimized,20,22,256,20,46.305,1.157,13108.0
server_scaling,optimized,20,23,256,20,45.922,1.157,13108.0
server_scaling,optimized,20,24,256,20,47.448,1.157,13108.0
server_scaling,optimized,20,25,256,20,45.872,1.157,13108.0
server_scaling,optimized,30,1,256,30,61.524,1.176,13108.0
server_scaling,optimized,30,2,256,30,62.004,1.176,13108.0
server_scaling,optimized,30,3,256,30,62.193,1.176,13108.0
server_scaling,optimized,30,4,256,30,61.337,1.176,13108.0
server_scaling,optimized,30,5,256,30,61.969,1.176,13108.0
server_scaling,optimized,30,6,256,30,61.808,1.176,13108.0
server_scaling,optimized,30,7,256,30,62.573,1.176,13108.0
server_scaling,optimized,30,8,256,30,62.506,1.176,13108.0
server_scaling,optimized,30,9,256,30,61.835,1.176,13108.0
server_scaling,optimized,30,10,256,30,61.900,1.176,13108.0
server_scaling,optimized,30,11,256,30,61.400,1.176,13108.0
server_scaling,optimized,30,12,256,30,61.672,1.176,13108.0
server_scaling,optimized,30,13,256,30,61.767,1.176,13108.0
server_scaling,optimized,30,14,256,30,62.559,1.176,13108.0
server_scaling,optimized,30,15,256,30,61.662,1.176,13108.0
server_scaling,optimized,30,16,256,30,62.672,1.176,13108.0
server_scaling,optimized,30,17,256,30,62.100,1.176,13108.0
server_scaling,optimized,30,18,256,30,61.251,1.176,13108.0
server_scaling,optimized,30,19,256,30,61.729,1.176,13108.0
server_scaling,optimized,30,20,256,30,61.293,1.176,13108.0
server_scaling,optimized,30,21,256,30,61.721,1.176,13108.0
server_scaling,optimized,30,22,256,30,61.623,1.176,13108.0
server_scaling,optimized,30,23,256,30,62.542,1.176,13108.0
server_scaling,optimized,30,24,256,30,61.106,1.176,13108.0
server_scaling,optimized,30,25,256,30,62.568,1.176,13108.0
server_scaling,optimized,40,1,256,40,76.316,1.196,13108.0
server_scaling,optimized,40,2,256,40,77.292,1.196,13108.0
server_scaling,optimized,40,3,256,40,77.401,1.196,13108.0
server_scaling,optimized,40,4,256,40,77.609,1.196,13108.0
server_scaling,optimized,40,5,256,40,76.952,1.196,13108.0
server_scaling,optimized,40,6,256,40,77.440,1.196,13108.0
server_scaling,optimized,40,7,256,40,77.321,1.196,13108.0
server_scaling,optimized,40,8,256,40,62.871,1.196,13108.0
server_scaling,optimized,40,9,256,40,76.757,1.196,13108.0
server_scaling,optimized,40,10,256,40,77.125,1.196,13108.0
server_scaling,optimized,40,11,256,40,77.115,1.196,13108.0
server_scaling,optimized,40,12,256,40,77.136,1.196,13108.0
server_scaling,optimized,40,13,256,40,77.486,1.196,13108.0
server_scaling,optimized,40,14,256,40,77.088,1.196,13108.0
server_scaling,optimized,40,15,256,40,76.588,1.196,13108.0
server_scaling,optimized,40,16,256,40,77.941,1.196,13108.0
server_scaling,optimized,40,17,256,40,77.102,1.196,13108.0
server_scaling,optimized,40,18,256,40,77.315,1.196,13108.0
server_scaling,optimized,40,19,256,40,61.869,1.196,13108.0
server_scaling,optimized,40,20,256,40,77.501,1.196,13108.0
server_scaling,optimized,40,21,256,40,77.311,1.196,13108.0
server_scaling,optimized,40,22,256,40,77.373,1.196,13108.0
server_scaling,optimized,40,23,256,40,77.398,1.196,13108.0
server_scaling,optimized,40,24,256,40,77.229,1.196,13108.0
server_scaling,optimized,40,25,256,40,77.372,1.196,13108.0
server_scaling,optimized,50,1,256,50,77.262,1.216,13108.0
server_scaling,optimized,50,2,256,50,77.087,1.216,13108.0
server_scaling,optimized,50,3,256,50,77.325,1.216,13108.0
server_scaling,optimized,50,4,256,50,76.589,1.216,13108.0
server_scaling,optimized,50,5,256,50,76.743,1.216,13108.0
server_scaling,optimized,50,6,256,50,76.902,1.216,13108.0
server_scaling,optimized,50,7,256,50,77.333,1.216,13108.0
server_scaling,optimized,50,8,256,50,77.789,1.216,13108.0
server_scaling,optimized,50,9,256,50,77.720,1.216,13108.0
server_scaling,optimized,50,10,256,50,77.306,1.216,13108.0
server_scaling,optimized,50,11,256,50,77.213,1.216,13108.0
server_scaling,optimized,50,12,256,50,77.200,1.216,13108.0
server_scaling,optimized,50,13,256,50,77.784,1.216,13108.0
server_scaling,optimized,50,14,256,50,77.070,1.216,13108.0
server_scaling,optimized,50,15,256,50,77.372,1.216,13108.0
server_scaling,optimized,50,16,256,50,92.008,1.216,13108.0
server_scaling,optimized,50,17,256,50,76.720,1.216,13108.0
server_scaling,optimized,50,18,256,50,77.292,1.216,13108.0
server_scaling,optimized,50,19,256,50,76.398,1.216,13108.0
server_scaling,optimized,50,20,256,50,77.996,1.216,13108.0
server_scaling,optimized,50,21,256,50,77.104,1.216,13108.0
server_scaling,optimized,50,22,256,50,77.450,1.216,13108.0
server_scaling,optimized,50,23,256,50,77.109,1.216,13108.0
server_scaling,optimized,50,24,256,50,77.360,1.216,13108.0
server_scaling,optimized,50,25,256,50,77.217,1.216,13108.0
context_scaling,optimized,64,1,64,20,46.491,0.313,3277.0
context_scaling,optimized,64,2,64,20,46.286,0.313,3277.0
context_scaling,optimized,64,3,64,20,47.039,0.313,3277.0
context_scaling,optimized,64,4,64,20,46.273,0.313,3277.0
context_scaling,optimized,64,5,64,20,46.545,0.313,3277.0
context_scaling,optimized,64,6,64,20,45.834,0.313,3277.0
context_scaling,optimized,64,7,64,20,30.500,0.313,3277.0
context_scaling,optimized,64,8,64,20,45.821,0.313,3277.0
context_scaling,optimized,64,9,64,20,30.984,0.313,3277.0
context_scaling,optimized,64,10,64,20,46.328,0.313,3277.0
context_scaling,optimized,64,11,64,20,47.031,0.313,3277.0
context_scaling,optimized,64,12,64,20,46.642,0.313,3277.0
context_scaling,optimized,64,13,64,20,46.019,0.313,3277.0
context_scaling,optimized,64,14,64,20,46.225,0.313,3277.0
context_scaling,optimized,64,15,64,20,46.170,0.313,3277.0
context_scaling,optimized,64,16,64,20,46.613,0.313,3277.0
context_scaling,optimized,64,17,64,20,46.599,0.313,3277.0
context_scaling,optimized,64,18,64,20,45.980,0.313,3277.0
context_scaling,optimized,64,19,64,20,46.107,0.313,3277.0
context_scaling,optimized,64,20,64,20,46.577,0.313,3277.0
context_scaling,optimized,64,21,64,20,31.260,0.313,3277.0
context_scaling,optimized,64,22,64,20,46.453,0.313,3277.0
context_scaling,optimized,64,23,64,20,45.950,0.313,3277.0
context_scaling,optimized,64,24,64,20,45.921,0.313,3277.0
context_scaling,optimized,64,25,64,20,46.855,0.313,3277.0
context_scaling,optimized,128,1,128,20,46.318,0.592,6554.0
context_scaling,optimized,128,2,128,20,46.496,0.592,6554.0
context_scaling,optimized,128,3,128,20,46.404,0.592,6554.0
context_scaling,optimized,128,4,128,20,46.509,0.592,6554.0
context_scaling,optimized,128,5,128,20,46.262,0.592,6554.0
context_scaling,optimized,128,6,128,20,46.312,0.592,6554.0
context_scaling,optimized,128,7,128,20,47.043,0.592,6554.0
context_scaling,optimized,128,8,128,20,46.343,0.592,6554.0
context_scaling,optimized,128,9,128,20,46.591,0.592,6554.0
context_scaling,optimized,128,10,128,20,46.968,0.592,6554.0
context_scaling,optimized,128,11,128,20,46.950,0.592,6554.0
context_scaling,optimized,128,12,128,20,47.097,0.592,6554.0
context_scaling,optimized,128,13,128,20,46.214,0.592,6554.0
context_scaling,optimized,128,14,128,20,46.323,0.592,6554.0
context_scaling,optimized,128,15,128,20,45.964,0.592,6554.0
context_scaling,optimized,128,16,128,20,46.819,0.592,6554.0
context_scaling,optimized,128,17,128,20,46.004,0.592,6554.0
context_scaling,optimized,128,18,128,20,46.505,0.592,6554.0
context_scaling,optimized,128,19,128,20,46.312,0.592,6554.0
context_scaling,optimized,128,20,128,20,46.490,0.592,6554.0
context_scaling,optimized,128,21,128,20,46.176,0.592,6554.0
context_scaling,optimized,128,22,128,20,46.995,0.592,6554.0
context_scaling,optimized,128,23,128,20,45.477,0.592,6554.0
context_scaling,optimized,128,24,128,20,46.627,0.592,6554.0
context_scaling,optimized,128,25,128,20,46.953,0.592,6554.0
context_scaling,optimized,256,1,256,20,45.934,1.157,13108.0
context_scaling,optimized,256,2,256,20,46.799,1.157,13108.0
context_scaling,optimized,256,3,256,20,45.553,1.157,13108.0
context_scaling,optimized,256,4,256,20,46.268,1.157,13108.0
context_scaling,optimized,256,5,256,20,46.858,1.157,13108.0
context_scaling,optimized,256,6,256,20,46.255,1.157,13108.0
context_scaling,optimized,256,7,256,20,46.349,1.157,13108.0
context_scaling,optimized,256,8,256,20,46.451,1.157,13108.0
context_scaling,optimized,256,9,256,20,46.408,1.157,13108.0
context_scaling,optimized,256,10,256,20,46.355,1.157,13108.0
context_scaling,optimized,256,11,256,20,46.304,1.157,13108.0
context_scaling,optimized,256,12,256,20,45.753,1.157,13108.0
context_scaling,optimized,256,13,256,20,46.250,1.157,13108.0
context_scaling,optimized,256,14,256,20,46.485,1.157,13108.0
context_scaling,optimized,256,15,256,20,46.043,1.157,13108.0
context_scaling,optimized,256,16,256,20,45.978,1.157,13108.0
context_scaling,optimized,256,17,256,20,46.378,1.157,13108.0
context_scaling,optimized,256,18,256,20,46.544,1.157,13108.0
context_scaling,optimized,256,19,256,20,47.098,1.157,13108.0
context_scaling,optimized,256,20,256,20,45.799,1.157,13108.0
context_scaling,optimized,256,21,256,20,46.420,1.157,13108.0
context_scaling,optimized,256,22,256,20,46.514,1.157,13108.0
context_scaling,optimized,256,23,256,20,46.423,1.157,13108.0
context_scaling,optimized,256,24,256,20,47.373,1.157,13108.0
context_scaling,optimized,256,25,256,20,46.819,1.157,13108.0
context_scaling,optimized,512,1,512,20,61.926,2.288,26215.0
context_scaling,optimized,512,2,512,20,62.578,2.288,26215.0
context_scaling,optimized,512,3,512,20,61.883,2.288,26215.0
context_scaling,optimized,512,4,512,20,61.336,2.288,26215.0
context_scaling,optimized,512,5,512,20,61.701,2.288,26215.0
context_scaling,optimized,512,6,512,20,62.943,2.288,26215.0
context_scaling,optimized,512,7,512,20,61.781,2.288,26215.0
context_scaling,optimized,512,8,512,20,61.347,2.288,26215.0
context_scaling,optimized,512,9,512,20,61.759,2.288,26215.0
context_scaling,optimized,512,10,512,20,62.074,2.288,26215.0
context_scaling,optimized,512,11,512,20,61.999,2.288,26215.0
context_scaling,optimized,512,12,512,20,61.921,2.288,26215.0
context_scaling,optimized,512,13,512,20,62.040,2.288,26215.0
context_scaling,optimized,512,14,512,20,62.144,2.288,26215.0
context_scaling,optimized,512,15,512,20,61.770,2.288,26215.0
context_scaling,optimized,512,16,512,20,62.011,2.288,26215.0
context_scaling,optimized,512,17,512,20,62.028,2.288,26215.0
context_scaling,optimized,512,18,512,20,62.004,2.288,26215.0
context_scaling,optimized,512,19,512,20,61.915,2.288,26215.0
context_scaling,optimized,512,20,512,20,62.463,2.288,26215.0
context_scaling,optimized,512,21,512,20,62.498,2.288,26215.0
context_scaling,optimized,512,22,512,20,62.044,2.288,26215.0
context_scaling,optimized,512,23,512,20,62.665,2.288,26215.0
context_scaling,optimized,512,24,512,20,61.885,2.288,26215.0
context_scaling,optimized,512,25,512,20,61.376,2.288,26215.0
context_scaling,optimized,1024,1,1024,20,92.679,4.553,52430.0
context_scaling,optimized,1024,2,1024,20,93.790,4.553,52430.0
context_scaling,optimized,1024,3,1024,20,92.387,4.553,52430.0
context_scaling,optimized,1024,4,1024,20,93.057,4.553,52430.0
context_scaling,optimized,1024,5,1024,20,93.054,4.553,52430.0
context_scaling,optimized,1024,6,1024,20,92.517,4.553,52430.0
context_scaling,optimized,1024,7,1024,20,93.680,4.553,52430.0
context_scaling,optimized,1024,8,1024,20,92.965,4.553,52430.0
context_scaling,optimized,1024,9,1024,20,92.736,4.553,52430.0
context_scaling,optimized,1024,10,1024,20,93.555,4.553,52430.0
context_scaling,optimized,1024,11,1024,20,93.320,4.553,52430.0
context_scaling,optimized,1024,12,1024,20,92.805,4.553,52430.0
context_scaling,optimized,1024,13,1024,20,93.033,4.553,52430.0
context_scaling,optimized,1024,14,1024,20,93.562,4.553,52430.0
context_scaling,optimized,1024,15,1024,20,92.896,4.553,52430.0
context_scaling,optimized,1024,16,1024,20,93.049,4.553,52430.0
context_scaling,optimized,1024,17,1024,20,92.654,4.553,52430.0
context_scaling,optimized,1024,18,1024,20,93.498,4.553,52430.0
context_scaling,optimized,1024,19,1024,20,92.558,4.553,52430.0
context_scaling,optimized,1024,20,1024,20,92.889,4.553,52430.0
context_scaling,optimized,1024,21,1024,20,91.822,4.553,52430.0
context_scaling,optimized,1024,22,1024,20,93.030,4.553,52430.0
context_scaling,optimized,1024,23,1024,20,93.158,4.553,52430.0
context_scaling,optimized,1024,24,1024,20,93.685,4.553,52430.0
context_scaling,optimized,1024,25,1024,20,93.093,4.553,52430.0
